image_path,label,source_dataset,generator,split,license_notes
data/raw/cifake/archive/train/REAL/4071 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3290 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5638 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2678 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0129 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1433.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3534.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1910 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4975 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3406 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1437 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4935 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3139 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0256 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1597 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4308 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1556 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4984.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1335 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3788 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2891 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5613 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2253 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2726 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2908 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4585 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2672 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4753 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2802 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3284 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2807 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1027.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1376 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0427 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0716 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0810 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4149 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5672.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5529 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3603 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4506.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4099.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1228 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3280 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2743 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1481 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0856 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5261 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4002 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3399 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3759 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3746 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2948 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3599 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2082 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5726 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5803 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3475 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4350 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5259 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2894 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3043 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2223 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2175 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3978 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3010 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2849 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3549 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1310 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2093 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0130 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3879.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5402.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5593 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1038 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5989 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1768 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3072 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3909 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4147 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2963 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2291 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5172 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2380 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4834 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2998 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4828 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4197.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2220 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4074 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0515.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3264 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5737 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4090 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1905 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3394.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1583 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3170 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0553 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0195 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2779 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5538 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4015 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3240 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4865 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3839 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5035 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2323 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1263 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1123 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3454 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1303 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5218 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4728 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2509 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5528 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2971 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4920 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0982 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2659.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1358 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
